t,phase,joint,angle_deg,q_actual_1,q_actual_2,q_actual_3,q_actual_4,q_actual_5,q_actual_6,dq_actual_1,dq_actual_2,dq_actual_3,dq_actual_4,dq_actual_5,dq_actual_6,tau_state_1,tau_state_2,tau_state_3,tau_state_4,tau_state_5,tau_state_6,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,dq_cmd_1,dq_cmd_2,dq_cmd_3,dq_cmd_4,dq_cmd_5,dq_cmd_6,ddq_cmd_1,ddq_cmd_2,ddq_cmd_3,ddq_cmd_4,ddq_cmd_5,ddq_cmd_6,tau_sdk_cmd_1,tau_sdk_cmd_2,tau_sdk_cmd_3,tau_sdk_cmd_4,tau_sdk_cmd_5,tau_sdk_cmd_6,q_error_1,q_error_2,q_error_3,q_error_4,q_error_5,q_error_6,kp_sdk_default_1,kp_sdk_default_2,kp_sdk_default_3,kp_sdk_default_4,kp_sdk_default_5,kp_sdk_default_6,kd_sdk_default_1,kd_sdk_default_2,kd_sdk_default_3,kd_sdk_default_4,kd_sdk_default_5,kd_sdk_default_6,kp_ros_command_1,kp_ros_command_2,kp_ros_command_3,kp_ros_command_4,kp_ros_command_5,kp_ros_command_6,kd_ros_command_1,kd_ros_command_2,kd_ros_command_3,kd_ros_command_4,kd_ros_command_5,kd_ros_command_6,controller_type
2.781000148388557e-06,outbound,2,5.0,0.9850304126739502,-5.8806226661545224e-06,-0.0035172237548977137,-0.05790410190820694,-0.18956714868545532,0.0451945960521698,-3.317755545140244e-05,-2.3785276425769553e-05,0.0001671211066422984,-0.00040658144280314445,-0.00010116941120941192,0.0009160759509541094,-0.7297331690788269,3.807086944580078,-7.003765106201172,-1.7729194164276123,0.6350939869880676,-0.9867480397224426,0.9850307106971741,-5.882576715521282e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,4.204338761350528e-19,0.0,0.0,0.0,0.0,0.0,4.5354220049201455e-13,0.0,0.0,0.0,0.0,5.774987632558364e-16,3.8041210626529347,-7.373192393760402,-2.137781899449169,0.010604311252699816,-0.002720653326527144,2.980232238769531e-07,-1.9540493667591363e-09,4.0978193283081055e-08,7.82310962677002e-08,6.109476089477539e-07,-5.587935447692871e-07,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
0.0029399019999800657,outbound,2,5.0,0.9850304126739502,-5.888307441637153e-06,-0.0035172237548977137,-0.05790410190820694,-0.18956729769706726,0.0451945960521698,-9.144589421339333e-05,-3.268322689109482e-05,0.0001671211066422984,-0.00040658144280314445,-0.00012195692397654057,0.0009160759509541094,0.004117087926715612,3.8081305027008057,-7.007207870483398,-1.767133355140686,0.6350074410438538,-0.9867480397224426,0.9850307106971741,-5.882576350974032e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,4.95824127220113e-10,0.0,0.0,0.0,0.0,0.0,5.056621827909753e-07,0.0,0.0,0.0,0.0,6.379398345640971e-10,3.8041211218804665,-7.373192399605597,-2.13778189785752,0.010604311863924128,-0.002720653649942847,2.980232238769531e-07,5.731090663120623e-09,4.0978193283081055e-08,7.82310962677002e-08,7.599592208862305e-07,-5.587935447692871e-07,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
0.005267616000310227,outbound,2,5.0,0.9850302934646606,-5.8864379752776586e-06,-0.0035171047784388065,-0.05790434405207634,-0.18956752121448517,0.04519401863217354,5.723199137719348e-05,1.2170399713795632e-05,0.00017692873370833695,-0.0001345860364381224,-0.00014683825429528952,0.0008713351562619209,0.004117087926715612,3.80846905708313,-7.00921630859375,-2.1339359283447266,0.014350767247378826,-0.9869202971458435,0.9850307106971741,-5.882572962393829e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,2.8481599371009933e-09,0.0,0.0,0.0,0.0,0.0,1.6203665015581273e-06,0.0,0.0,0.0,0.0,2.0442429261223526e-09,3.8041212524401957,-7.373192412495169,-2.13778189434923,0.010604313210889862,-0.0027206543628884887,4.172325134277344e-07,3.8650128838295465e-09,-7.799826562404633e-08,3.203749656677246e-07,9.834766387939453e-07,1.862645149230957e-08,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
0.00912806200039995,outbound,2,5.0,0.9850311279296875,-5.8825607993640006e-06,-0.003517237026244402,-0.057904671877622604,-0.18956758081912994,0.045194368809461594,0.0002704183862078935,2.6963396067003487e-06,-0.00020308344392105937,-0.0001315203116973862,-0.00013483442307915539,0.00023445478291250765,-0.007991752587258816,3.808525562286377,-7.3687944412231445,-2.1338160037994385,0.014687931165099144,-0.00880328007042408,0.9850307106971741,-5.882542936613633e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,1.4785989725969298e-08,0.0,0.0,0.0,0.0,0.0,4.8506288200140156e-06,0.0,0.0,0.0,0.0,6.119519064501168e-09,3.804121630751757,-7.373192449879911,-2.1377818841859577,0.010604317110730486,-0.0027206564288535908,-4.172325134277344e-07,1.7862750367637762e-11,5.4249539971351624e-08,6.48200511932373e-07,1.043081283569336e-06,-3.3155083656311035e-07,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
0.01193268800034275,outbound,2,5.0,0.98503178358078,-5.8825607993640006e-06,-0.003518164623528719,-0.0579049177467823,-0.18956780433654785,0.04519497603178024,0.00034896645229309797,2.6963396067003487e-06,-0.00022048047685530037,-0.0001341439929092303,-0.00014332265709526837,0.00022904913930688053,-0.009170654229819775,3.808525562286377,-7.366819381713867,-2.1337480545043945,0.014619293622672558,-0.008966919966042042,0.9850307106971741,-5.882478201316179e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,3.297593739961995e-08,0.0,0.0,0.0,0.0,0.0,8.2706555685651e-06,0.0,0.0,0.0,0.0,1.0434200669505416e-08,3.8041220312339448,-7.373192489513846,-2.1377818734309755,0.010604321233990155,-0.002720658616095974,-1.0728836059570312e-06,8.259804782177196e-11,9.818468242883682e-07,8.940696716308594e-07,1.2665987014770508e-06,-9.387731552124023e-07,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
0.014334854000026098,outbound,2,5.0,0.9850319027900696,-5.8823288782150485e-06,-0.003518385346978903,-0.0579049177467823,-0.18956837058067322,0.04519497603178024,0.00030603428604081273,5.285310749059136e-07,-0.00022061786148697138,-0.0001341439929092303,-0.00012501096352934837,0.00022904913930688053,-0.009170654229819775,3.808623790740967,-7.3666462898254395,-2.1337480545043945,0.014619293622672558,-0.008966919966042042,0.9850307106971741,-5.882371780072658e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,5.708664482001229e-08,0.0,0.0,0.0,0.0,0.0,1.1912749547803362e-05,0.0,0.0,0.0,0.0,1.502904072314905e-08,3.8041224576590302,-7.373192531781559,-2.137781861983732,0.010604325618516403,-0.002720660945257257,-1.1920928955078125e-06,-4.2901857609510834e-11,1.2025702744722366e-06,8.940696716308594e-07,1.8328428268432617e-06,-9.387731552124023e-07,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
0.01697024600025543,outbound,2,5.0,0.9850324392318726,-5.882012828806182e-06,-0.003518650308251381,-0.05790535733103752,-0.18956859409809113,0.045195162296295166,0.00023288563534151763,9.665651532486663e-07,-0.0002210196980740875,-0.0001400928304065019,-0.00013369381485972553,0.00023395784955937415,-0.007756912615150213,3.808612108230591,-7.366451263427734,-2.1336557865142822,0.01411040686070919,-0.009060429409146309,0.9850307106971741,-5.882174697148788e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,9.456495757345704e-08,0.0,0.0,0.0,0.0,0.0,1.6660260504632053e-05,0.0,0.0,0.0,0.0,2.1018467033698412e-08,3.8041230134140345,-7.373192586971883,-2.13778184707158,0.010604331323733816,-0.0027206639811868712,-1.7285346984863281e-06,-1.6186834260595024e-10,1.4675315469503403e-06,1.3336539268493652e-06,2.0563602447509766e-06,-1.125037670135498e-06,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
0.018763794000278722,outbound,2,5.0,0.9850324392318726,-5.882012828806182e-06,-0.0035191804636269808,-0.057905521243810654,-0.18956872820854187,0.04519633576273918,0.00023288563534151763,6.619728765144828e-07,-0.0002204608463216573,-0.00013226844021119177,-0.00013280681741889566,0.0002305850211996585,-0.007756912615150213,3.8086154460906982,-7.365942001342773,-2.1334853172302246,0.014251969754695892,-0.009353915229439735,0.9850307106971741,-5.881976370231574e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,1.276905491301932e-07,0.0,0.0,0.0,0.0,0.0,2.0338565680964992e-05,0.0,0.0,0.0,0.0,2.565899089623563e-08,3.80412344393101,-7.373192629805967,-2.1377818355252467,0.010604335736189303,-0.002720666333258706,-1.7285346984863281e-06,3.645857460841896e-11,1.9976869225502014e-06,1.4975666999816895e-06,2.1904706954956055e-06,-2.298504114151001e-06,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
0.023971167000127025,outbound,2,5.0,0.985034167766571,-5.882294772163732e-06,-0.0035205050371587276,-0.057906344532966614,-0.18956930935382843,0.04519760236144066,0.00014678055595140904,-3.7284905829437776e-08,-0.00022093574807513505,-0.00013934927119407803,-0.0001320973242400214,0.00022864773927722126,-0.006470066029578447,3.8086440563201904,-7.365015983581543,-2.1330978870391846,0.015489116311073303,-0.009628514759242535,0.9850307106971741,-5.8809816216561806e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,2.6540040073756056e-07,0.0,0.0,0.0,0.0,0.0,3.3054946353990336e-05,0.0,0.0,0.0,0.0,4.170188708184955e-08,3.8041249317814403,-7.3731927783862,-2.137781795658171,0.010604350937328644,-0.0027206744638376087,-3.4570693969726562e-06,1.3131505075514012e-09,3.3222604542970657e-06,2.3208558559417725e-06,2.771615982055664e-06,-3.5651028156280518e-06,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
0.02615298900036578,outbound,2,5.0,0.9850353002548218,-5.8819523474085145e-06,-0.0035205932799726725,-0.05790683627128601,-0.18956966698169708,0.045198071748018265,0.0002461339463479817,7.83091365974542e-07,-0.00022101157810539007,-0.00013561069499701262,-0.00012855754175689071,0.00024001237761694938,-0.009524761699140072,3.808622360229492,-7.364959239959717,-2.1327295303344727,0.015489116311073303,-0.009729929268360138,0.9850307106971741,-5.880319056467902e-06,-0.0035171827767044306,-0.05790402367711067,-0.18956653773784637,0.04519403725862503,0.0,3.44212501219441e-07,0.0,0.0,0.0,0.0,0.0,3.927687927176924e-05,0.0,0.0,0.0,0.0,4.955143382014574e-08,3.8041256594780766,-7.373192851367122,-2.1377817761803133,0.010604358344697234,-0.0027206784415290453,-4.589557647705078e-06,1.6332909406126893e-09,3.4105032682418823e-06,2.812594175338745e-06,3.129243850708008e-06,-4.034489393234253e-06,20.0,30.0,30.0,20.0,15.0,10.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,512.0,768.0,768.0,512.0,384.0,256.0,25.6,25.6,25.6,25.6,25.6,25.6,unitree_sdk_lowcmd_ros_direct
