controller,joint,angle_deg,max_abs_error_rad_cmd_joint,final_abs_error_rad_cmd_joint,rms_error_rad_cmd_joint,max_abs_tau_nm_cmd_joint,all_joint_max_abs_error_rad,all_joint_max_abs_tau_nm,csv
augpd_nofric,2,10.0,0.09980122209329301,0.08767464320618767,0.0630509176579639,5.290836900214253,0.09980122209329301,7.524005640998093,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j2_pos10.csv
augpd_nofric,2,30.0,0.15907920527276043,0.12338930143536153,0.09321932022682951,5.4807951691699905,0.15907920527276043,7.555558336093845,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j2_pos30.csv
augpd_nofric,2,5.0,0.05770408121480361,5.400709506275803e-07,0.038774868468831714,5.230603346909591,0.05770408121480361,7.438352800388864,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j2_pos5.csv
augpd_nofric,3,-10.0,0.07104024907146342,0.0057404110496692695,0.043502105930618436,10.893877634248499,0.07104024907146342,10.893877634248499,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j3_neg10.csv
augpd_nofric,3,-30.0,0.08384584988831251,0.005751764741298793,0.047447881310674,9.39578244267409,0.08384584988831251,9.39578244267409,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j3_neg30.csv
augpd_nofric,3,-5.0,0.0663292279253992,0.005738864015158995,0.04073998152870813,11.108586114049082,0.0663292279253992,11.108586114049082,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j3_neg5.csv
augpd_nofric,4,-10.0,0.1141507174246004,0.017955315549344597,0.07489139562191106,4.306535027090899,0.1141507174246004,8.376583750072337,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j4_neg10.csv
augpd_nofric,4,-30.0,0.13171526544284834,0.018002749589490996,0.0793563157026806,4.021365767084545,0.13171526544284834,8.062463098272197,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j4_neg30.csv
augpd_nofric,4,-5.0,0.08739697966097806,0.004486147882369451,0.0589533211281923,3.9033309868613255,0.08739697966097806,7.384006745015248,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j4_neg5.csv
augpd_nofric,5,-10.0,0.17412868349031696,0.0012353453295395056,0.11935057408419997,0.8716696183038745,0.17412868349031696,7.6450935809542075,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_neg10.csv
augpd_nofric,5,-30.0,0.24688246870724295,0.2009806706553956,0.18480037124516935,1.2095121272240479,0.24688246870724295,7.39836881664409,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_neg30.csv
augpd_nofric,5,-5.0,0.08700220909117261,0.0008109671592588796,0.059508522572132884,0.43551699410357875,0.08700220909117261,7.3983280198518955,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_neg5.csv
augpd_nofric,5,10.0,0.17465520369557616,0.00038365179240162917,0.11972511914073654,0.8821817645020721,0.17465520369557616,7.37734399240422,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_pos10.csv
augpd_nofric,5,30.0,0.2481566882069094,0.19993560223943163,0.1853127615955665,1.2267360932420734,0.2481566882069094,7.4079973856829175,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_pos30.csv
augpd_nofric,5,5.0,0.08762532062338849,0.0008191381153102029,0.06001373128486603,0.44642874152514045,0.08762532062338849,7.379283342271781,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_pos5.csv
augpd_nofric,6,-10.0,0.17463408548469714,0.00017249884574788155,0.11945621160837722,0.8777843110977248,0.17463408548469714,7.399578294545683,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_neg10.csv
augpd_nofric,6,-30.0,0.24444623944043004,0.20169191610340764,0.18544433911681574,1.2048243280360518,0.24444623944043004,7.400578006341665,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_neg30.csv
augpd_nofric,6,-5.0,0.08734816725853682,0.00014695267549935664,0.0597257521084197,0.44081719803404396,0.08734816725853682,7.4011658536610545,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_neg5.csv
augpd_nofric,6,10.0,0.17448404468612402,0.00014639200501864735,0.11997948584777567,0.8743779809259551,0.17448404468612402,7.401083060577036,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_pos10.csv
augpd_nofric,6,30.0,0.24896930634186104,0.1972467966427942,0.18620585423894437,1.2263499054866769,0.24896930634186104,7.399988956056083,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_pos30.csv
augpd_nofric,6,5.0,0.08721841355905141,0.0001478842856954543,0.05970636593099989,0.4374800336214438,0.08721841355905141,7.429351627757388,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_pos5.csv
computed_torque_baseline,1,10.0,0.1744150946021057,0.0002692098861052372,0.11987637956453565,0.08028147669411433,0.1744150946021057,7.402504663006617,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j1_pos10.csv
computed_torque_baseline,1,30.0,0.5232398720676041,0.0008323233390115092,0.3570786447486953,0.24081693479063693,0.5232398720676041,7.401104667851051,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j1_pos30.csv
computed_torque_baseline,1,5.0,0.08721422905560577,0.00011743341379677474,0.059106506207284575,0.04014197658549713,0.08721422905560577,7.402029422904165,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j1_pos5.csv
computed_torque_baseline,2,10.0,0.17453338516981207,5.304975427833369e-07,0.12019768826917092,3.884472499831283,0.17453338516981207,7.409536574690641,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j2_pos10.csv
computed_torque_baseline,2,30.0,0.5235988601140346,5.729067167337121e-07,0.3650251275775674,4.059903334606212,0.5235988601140346,7.42499053306639,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j2_pos30.csv
