t,phase,q_actual_1,q_actual_2,q_actual_3,q_actual_4,q_actual_5,q_actual_6,dq_actual_1,dq_actual_2,dq_actual_3,dq_actual_4,dq_actual_5,dq_actual_6,q_des_1,q_des_2,q_des_3,q_des_4,q_des_5,q_des_6,dq_des_1,dq_des_2,dq_des_3,dq_des_4,dq_des_5,dq_des_6,ddq_des_1,ddq_des_2,ddq_des_3,ddq_des_4,ddq_des_5,ddq_des_6,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_ff_1,tau_ff_2,tau_ff_3,tau_ff_4,tau_ff_5,tau_ff_6,tau_fb_1,tau_fb_2,tau_fb_3,tau_fb_4,tau_fb_5,tau_fb_6,tau_total_1,tau_total_2,tau_total_3,tau_total_4,tau_total_5,tau_total_6,controller_type,dynamics_mode,finite_diff_step,finite_diff_method,e_int_1,e_int_2,e_int_3,e_int_4,e_int_5,e_int_6,tau_i_1,tau_i_2,tau_i_3,tau_i_4,tau_i_5,tau_i_6
0.025895830999843383,outbound,0.13452354576023584,-5.770191429554927e-06,-0.0005704456132686886,-0.0599065727975594,-0.02128576457795539,-0.010909459703706936,1.866023544502424e-05,-0.0003726386760750513,-0.00018700842379977035,-5.3426627341981395e-05,-4.293880919539346e-05,2.4684770098559398e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.059875887561614737,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-2.0052605617065547e-06,0.0,0.0,0.0,0.0,0.0,-0.00023109753635613286,0.0,0.0,-7.397101396299091e-06,3.796244192942173,-7.401488413267493,-2.150391686795679,0.0013757999070975776,-0.0036838141603809113,,,,,,,,,,,,,-7.397101396299091e-06,3.796244192942173,-7.401488413267493,-2.150391686795679,0.0013757999070975776,-0.0036838141603809113,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.028951108000001113,outbound,0.13452351713899713,-5.253562561868819e-06,-0.0005707202827069935,-0.05990670379939189,-0.02128586027714885,-0.010909400714693263,-8.468949739520846e-05,0.002869681862136954,0.001111202052373488,2.9921583323677908e-05,8.694422537987802e-05,-2.504186143644514e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.059875894853204326,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-2.7968958837025374e-06,0.0,0.0,0.0,0.0,0.0,-0.0002881347670736186,0.0,0.0,3.2905637805716164e-05,3.794769029292352,-7.402350691376883,-2.150756091259117,0.001371669346383209,-0.0036823183230248347,,,,,,,,,,,,,3.2905637805716164e-05,3.794769029292352,-7.402350691376883,-2.150756091259117,0.001371669346383209,-0.0036823183230248347,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03206433599984848,outbound,0.13452353643388104,-5.83816316090946e-06,-0.0005712605248282543,-0.059906853217800204,-0.02128599324119218,-0.010909326129225683,-3.050492109475915e-06,2.9739724795572228e-05,-0.00017600869499432399,-4.9145596480482985e-05,-4.164838692884698e-05,2.3482058198010616e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.05987590505840139,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-3.792549597516106e-06,0.0,0.0,0.0,0.0,0.0,-0.00035254790610956903,0.0,0.0,1.6561331325142782e-06,3.7960573199917698,-7.401487729099298,-2.1504036823527266,0.0013758471504632874,-0.003683628019513547,,,,,,,,,,,,,1.6561331325142782e-06,3.7960573199917698,-7.401487729099298,-2.1504036823527266,0.0013758471504632874,-0.003683628019513547,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03656421699997736,outbound,0.13452354948411926,-5.853120525145528e-06,-0.0005713655514307803,-0.059906938096686346,-0.02128606154251944,-0.010909283283939253,-2.6077789417974523e-07,-0.000150430237945144,-0.00018033969817166212,-4.785141783068991e-05,-3.8632810051234795e-05,2.2091497998986764e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.05987592603449126,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-5.608576950143271e-06,0.0,0.0,0.0,0.0,0.0,-0.00045677938313395944,0.0,0.0,5.56732067900239e-07,3.7961413093312513,-7.4015014216922825,-2.1504037422823004,0.0013758717878182734,-0.003683681102491208,,,,,,,,,,,,,5.56732067900239e-07,3.7961413093312513,-7.4015014216922825,-2.1504037422823004,0.0013758717878182734,-0.003683681102491208,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.039763979999861476,outbound,0.13452353711868614,-5.834712995422819e-06,-0.0005717196260350832,-0.059907035684108934,-0.021286142174381517,-0.01090923770506702,-2.3846001710715835e-06,2.564496712398513e-05,-0.00017600078492753315,-4.9224619295241596e-05,-4.169454544945573e-05,2.3507224140753267e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.059875946456180565,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-7.1996799827407425e-06,0.0,0.0,0.0,0.0,0.0,-0.0005388266004783354,0.0,0.0,1.3653514525918788e-06,3.796059335046773,-7.401502585878831,-2.1504095702288577,0.0013758615700373302,-0.0036836267411705166,,,,,,,,,,,,,1.3653514525918788e-06,3.796059335046773,-7.401502585878831,-2.1504095702288577,0.0013758615700373302,-0.0036836267411705166,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04299941699991905,outbound,0.1345235389882582,-5.581778153462835e-06,-0.0005716404399587205,-0.05990706949520419,-0.021286168359581303,-0.010909218990415859,4.612088371701605e-05,-0.0008809840580636754,-0.00019760002838443578,-5.1813395026686004e-05,-5.5553339053978444e-05,2.9199935040067498e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.059875972723949934,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-9.086177980155698e-06,0.0,0.0,0.0,0.0,0.0,-0.0006284289913240417,0.0,0.0,-1.876639399779111e-05,3.796481858604668,-7.401534825386894,-2.150395128538706,0.0013760865322660026,-0.0036840622677543388,,,,,,,,,,,,,-1.876639399779111e-05,3.796481858604668,-7.401534825386894,-2.150395128538706,0.0013760865322660026,-0.0036840622677543388,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.047538127999814606,outbound,0.134523537821698,-5.828426391296659e-06,-0.0005721782742282855,-0.059907218521986216,-0.021286291114051004,-0.01090914932232323,-1.9607250690206573e-06,1.6728637110574963e-05,-0.00017599666934927613,-4.9183120222358415e-05,-4.170314489566216e-05,2.3517166302491443e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.05987602089497651,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-1.2244083332393608e-05,0.0,0.0,0.0,0.0,0.0,-0.000765273324077086,0.0,0.0,1.180745778690605e-06,3.796063448436194,-7.401521307818111,-2.150416818310178,0.001375880958340663,-0.0036836249800751455,,,,,,,,,,,,,1.180745778690605e-06,3.796063448436194,-7.401521307818111,-2.150416818310178,0.001375880958340663,-0.0036836249800751455,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05173345599996537,outbound,0.13452354889889673,-5.874726761945226e-06,-0.000572284131427736,-0.05990730307640657,-0.021286358065619737,-0.01090910718851923,-8.444809081409796e-06,-3.8038357041453725e-05,-0.0001782584700796642,-4.8117863786241834e-05,-3.8427319643561446e-05,2.1825920723628736e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.05987607939426855,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-1.574020410516586e-05,0.0,0.0,0.0,0.0,0.0,-0.0009032245441776346,0.0,0.0,3.98713278388873e-06,3.7960887767799125,-7.401533888215604,-2.1504202298389172,0.001375948447368052,-0.0036836146796006665,,,,,,,,,,,,,3.98713278388873e-06,3.7960887767799125,-7.401533888215604,-2.1504202298389172,0.001375948447368052,-0.0036836146796006665,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.056317506999903344,outbound,0.1345235385434238,-5.826060679225975e-06,-0.0005726369965497469,-0.05990740135236461,-0.021286440074211654,-0.010909060925827774,-1.7289961942757732e-06,9.697200522085365e-06,-0.00017605243810476606,-4.913612429645377e-05,-4.170817248423117e-05,2.3524438250071867e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.059876161598300046,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-2.0249700500319624e-05,0.0,0.0,0.0,0.0,0.0,-0.0010664012363082625,0.0,0.0,1.0745576545304266e-06,3.7960664080583073,-7.401546596988672,-2.15042669709773,0.0013759000127293729,-0.0036836193161886937,,,,,,,,,,,,,1.0745576545304266e-06,3.7960664080583073,-7.401546596988672,-2.15042669709773,0.0013759000127293729,-0.0036836193161886937,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05840545999990354,outbound,0.13452354807750222,-5.875413621403425e-06,-0.0005727431869972932,-0.05990748581984917,-0.021286506493473745,-0.01090901907524433,-9.42194210122562e-06,-5.3839040679643435e-06,-0.00017773413335863704,-4.8622684728802104e-05,-3.9061063783921644e-05,2.2120021475781516e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.0598762062598572,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-2.2557880901114644e-05,0.0,0.0,0.0,0.0,0.0,-0.0011449922249176497,0.0,0.0,4.380735396813264e-06,3.796073409194994,-7.401552639738289,-2.1504287523548666,0.0013759731445744032,-0.003683597655955948,,,,,,,,,,,,,4.380735396813264e-06,3.796073409194994,-7.401552639738289,-2.1504287523548666,0.0013759731445744032,-0.003683597655955948,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.060411669999894,outbound,0.13452354146123735,-5.843421377882407e-06,-0.000572919757272139,-0.05990753498563883,-0.021286547333285277,-0.010908996040580377,-4.021581992039369e-06,3.61282029104918e-05,-0.00017605727292262355,-4.925615969819766e-05,-4.155139993561899e-05,2.341736930632233e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.05987625387185226,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-2.493282102454321e-05,0.0,0.0,0.0,0.0,0.0,-0.0012230032744916571,0.0,0.0,2.0363024718791372e-06,3.7960539832277194,-7.401558356791947,-2.1504322480150555,0.0013759253200806764,-0.003683601310155649,,,,,,,,,,,,,2.0363024718791372e-06,3.7960539832277194,-7.401558356791947,-2.1504322480150555,0.0013759253200806764,-0.003683601310155649,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0626331589999154,outbound,0.13452355391126947,-5.820125228872541e-06,-0.0005730236954093471,-0.059907620316966614,-0.02128661624627437,-0.010908952940178906,7.799119203458632e-06,-0.0002399415552510517,-0.00018270360990631929,-4.9820853616886656e-05,-4.0151704637643877e-05,2.299750058706784e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.059876312350381475,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-2.7748260654707575e-05,0.0,0.0,0.0,0.0,0.0,-0.001312224680324939,0.0,0.0,-2.8747922371072578e-06,3.7961827377721513,-7.401573302061225,-2.150429936811846,0.0013759199558389813,-0.0036837115102616954,,,,,,,,,,,,,-2.8747922371072578e-06,3.7961827377721513,-7.401573302061225,-2.150429936811846,0.0013759199558389813,-0.0036837115102616954,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06712097099989478,outbound,0.13452355495591561,-5.850031017828883e-06,-0.0005734832990009764,-0.05990780287639286,-0.021286764582307605,-0.010908864832104292,-2.7719750905275134e-07,-0.00015011692258247547,-0.00018026086843946727,-4.794563396521824e-05,-3.8637470877419606e-05,2.208630826824526e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.0598764507190089,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-3.405749605024244e-05,0.0,0.0,0.0,0.0,0.0,-0.0015015015484846574,0.0,0.0,5.233853899755642e-07,3.796140906368342,-7.401587117866296,-2.150438207981927,0.0013759625814666221,-0.0036836545907357825,,,,,,,,,,,,,5.233853899755642e-07,3.796140906368342,-7.401587117866296,-2.150438207981927,0.0013759625814666221,-0.0036836545907357825,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07141558099988288,outbound,0.13452354683971635,-5.866023288447764e-06,-0.000573661114230184,-0.05990785137737564,-0.021286803770991902,-0.010908842625441117,-8.038579503775328e-06,3.1044148375754076e-05,-0.00017682471608877106,-4.9141284609860916e-05,-4.0484815706581715e-05,2.284195187493309e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.05987661141212565,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-4.091496161603403e-05,0.0,0.0,0.0,0.0,0.0,-0.0016938362748189436,0.0,0.0,3.7465935066999455e-06,3.796055887829727,-7.401597873779801,-2.150447926745932,0.0013759948965513713,-0.003683577880915371,,,,,,,,,,,,,3.7465935066999455e-06,3.796055887829727,-7.401597873779801,-2.150447926745932,0.0013759948965513713,-0.003683577880915371,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0735066279999046,outbound,0.1345235444267221,-5.580800684690246e-06,-0.000573758133365132,-0.059907934425578624,-0.021286871409873953,-0.01090880054103227,4.6105075106983465e-05,-0.0008822033663179406,-0.00019758872580546906,-5.18002978919333e-05,-5.555391952700479e-05,2.9200519696455092e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.05987670074100615,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-4.4558425672472866e-05,0.0,0.0,0.0,0.0,0.0,-0.0017914133004457425,0.0,0.0,-1.8804051341096266e-05,3.7964817100743247,-7.401631755020148,-2.150433942689915,0.0013761752170763399,-0.00368403151432325,,,,,,,,,,,,,-1.8804051341096266e-05,3.7964817100743247,-7.401631755020148,-2.150433942689915,0.0013761752170763399,-0.00368403151432325,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07544930799986105,outbound,0.13452354659742838,-5.858221197030389e-06,-0.0005741199477746761,-0.05990803419521473,-0.021286952583706054,-0.010908754310720248,-6.647589039903584e-06,3.7737301683399136e-05,-0.00017646302634053123,-4.922174890372028e-05,-4.100312491070242e-05,2.3115670764979806e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.05987679074228552,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-4.81284912313626e-05,0.0,0.0,0.0,0.0,0.0,-0.0018843557323022055,0.0,0.0,3.137907111029389e-06,3.7960528042447366,-7.401613796313236,-2.150454543606119,0.0013760011253703117,-0.0036835756305639237,,,,,,,,,,,,,3.137907111029389e-06,3.7960528042447366,-7.401613796313236,-2.150454543606119,0.0013760011253703117,-0.0036835756305639237,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07749648200001502,outbound,0.1345235518868222,-5.697464049880807e-06,-0.000574220387705715,-0.05990811858807277,-0.021287021459819755,-0.010908711402344728,3.183249400853877e-05,-0.0005846902302992724,-0.00019355225617170344,-5.5921039828593286e-05,-4.718421235006685e-05,2.7230779773620642e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.05987689328791899,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-5.208836155670859e-05,0.0,0.0,0.0,0.0,0.0,-0.0019846701626427083,0.0,0.0,-1.2951212128407962e-05,3.7963429736914427,-7.401636431922327,-2.150445026244802,0.0013760132206882879,-0.0036838864567989896,,,,,,,,,,,,,-1.2951212128407962e-05,3.7963429736914427,-7.401636431922327,-2.150445026244802,0.0013760132206882879,-0.0036838864567989896,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08060845999989397,outbound,0.1345235466241128,-5.850162382081692e-06,-0.0005745787160575944,-0.059908217025787636,-0.021287101471918035,-0.010908665955632557,-5.254836590238437e-06,3.934152339990832e-05,-0.000176187805807953,-4.925819222933098e-05,-4.135238281950683e-05,2.3303838818835006e-05,0.13452335073782695,-5.243211909977674e-06,-0.0005792673257971614,-0.059877065247293235,-0.021285189242073344,-0.010909194068172035,0.0,0.0,0.0,-5.8507652048438065e-05,0.0,0.0,0.0,0.0,0.0,-0.0021417958065092554,0.0,0.0,2.528007487017221e-06,3.7960518431388977,-7.4016360309956974,-2.150463474867344,0.0013760053707234509,-0.0036835718294661794,,,,,,,,,,,,,2.528007487017221e-06,3.7960518431388977,-7.4016360309956974,-2.150463474867344,0.0013760053707234509,-0.0036835718294661794,computed_torque,analytic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
