controller,controller_label,source,num_tests,unique_joint_angle_cases,return_success_count,return_success_rate_pct,mean_cmd_joint_rms_error_deg,median_cmd_joint_rms_error_deg,mean_cmd_joint_max_abs_error_deg,median_cmd_joint_max_abs_error_deg,mean_cmd_joint_final_abs_error_deg,median_cmd_joint_final_abs_error_deg,mean_cmd_joint_max_abs_torque_nm,median_cmd_joint_max_abs_torque_nm,mean_all_joint_rms_error_deg,mean_all_joint_max_abs_error_deg,mean_all_joint_max_abs_torque_nm,worst_cmd_joint_max_abs_error_deg,worst_error_case,largest_cmd_joint_max_abs_torque_nm,largest_torque_case
augpd_nofric,AugPD no friction,sim,24,24,15,62.5,5.528692130296636,3.9559367143434727,7.113289467047964,5.006049215901191,6.306533524699133,5.006049215901191,2.844833472225007,1.2179310163553625,2.2571198503688663,7.113289467047964,7.6361168799943,14.264890481688319,J6 +30 deg,9.210381358605211,J3 -30 deg
augpd_fric2p5,AugPD friction,sim,24,24,24,100.0,0.34649182074356916,0.16950936657892585,0.6832304874245804,0.663306203187205,0.23277514739498406,0.08572595992078966,3.6976160959304174,3.0,0.1425687202552213,0.6832304874245804,7.662902930190956,2.0200342419363366,J3 -30 deg,9.178721282662586,J3 -30 deg
computed_torque_baseline,Computed torque baseline,sim,24,24,24,100.0,11.912695156575316,7.9330900403457,14.995433693156295,9.99367373472282,14.990436605518697,9.98876389056668,1.7260989576263366,0.025129926204913288,4.863356057587937,14.995433693156295,7.430337736174992,30.01430542423159,J5 +30 deg,7.739886870269984,J3 -30 deg
cpid_fric2p5,CPID friction,sim,24,24,18,75.0,0.7170603022882923,0.27225117651816033,1.331953236295193,0.705721582424732,0.2880151897404704,0.09086930196766657,3.283238485788129,1.6038336590805935,0.2937162994074954,1.331953236295193,7.68775518540524,5.121720933429099,J4 -30 deg,9.226697540559785,J3 -30 deg
sdk_lowcmd,Unitree SDK LOWCMD,sdk,24,24,20,83.33333333333333,1.12272732556344,0.18163814929053146,1.4554985975030013,0.33112225187847283,1.1573149374601566,0.11680631251007226,9.309832518299421,4.382063627243042,0.4637377289290532,1.4554985975030013,12.338097910086313,5.945130228889885,J6 -30 deg,30.0,J6 -30 deg
