source,controller,joint,angle_deg,outbound_samples,outbound_duration_s,outbound_rate_hz,desired_delta_deg,actual_delta_deg,achieved_pct,final_error_deg,max_abs_error_deg,rms_error_deg,max_abs_tau_cmd_joint,max_abs_tau_state_joint,max_abs_dq_actual_joint,q_des_prefix,tau_cmd_prefix,tau_state_prefix,file
sim,augpd_nofric,5,-5.0,3305,7.999303029999965,413.16099510234636,-5.0,-0.029267879881140813,0.5853575976228163,-4.970734576466837,4.984859389238912,3.940817317383722,0.43551699410357875,nan,0.00013215463393604168,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_neg5.csv
sim,computed_torque_baseline,5,-5.0,2694,7.999185571999988,336.7842858190419,-5.0,-0.01325084838011296,0.2650169676022592,-4.986749027735552,4.992018152069093,4.009140098021964,0.0013567118360524513,nan,8.678567273450525e-05,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j5_neg5.csv
sim,cpid_fric2p5,5,-5.0,3003,7.999201452999841,375.4124730630233,-5.0,-4.897913203805535,97.9582640761107,-0.10208603382298877,0.39717873546821375,0.20382265635060579,1.0375506774806633,nan,0.04296587538318803,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j5_neg5.csv
sdk,sdk_lowcmd,5,5.0,1206,4.997431697000138,241.323958609367,4.999999999988045,4.85001573056215,97.00031461147493,0.14998426942589446,0.21640061604876307,0.1625400411878316,0.014863243239320818,1.168081283569336,0.047433316707611084,q_cmd,tau_sdk_cmd,tau_state,logs/sim_compare_joint_controllers_20260613_053905/sdk_lowcmd/workspace_j5_pos5deg_sdk_lowcmd.csv
sim,augpd_fric2p5,5,5.0,3013,7.999175957000034,376.6637983958011,5.0,5.009410366615415,100.18820733230831,-0.009410114851358052,0.1483820450296395,0.06786442687789092,1.042910256714486,nan,0.04555356383467166,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_fric2p5_j5_pos5.csv
sim,augpd_nofric,5,5.0,3342,7.99779063699998,417.86540204478325,5.0,-0.020401898722091433,-0.40803797444182865,5.020405539827197,5.020405539827197,3.9709697653787672,0.44642347164763535,nan,0.00016346449548313867,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_pos5.csv
sim,computed_torque_baseline,5,5.0,2927,7.997626690000061,365.9835740595161,5.0,-0.013689661285770519,-0.27379322571541037,5.013689361665662,5.013689361665662,3.9918558921015097,0.002773126239779252,nan,8.652045852075268e-05,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j5_pos5.csv
sim,cpid_fric2p5,5,5.0,2971,7.9979499959999885,371.47018942177493,5.000000000000001,4.542672518251491,90.8534503650298,0.45733178668972707,0.8748466388323698,0.5967583974770325,1.0541486551178354,nan,0.04181400263433093,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j5_pos5.csv
sdk,sdk_lowcmd,5,10.0,1082,4.997013935000268,216.52931412126267,9.999999999955804,9.850561359911977,98.50561359955512,0.149438640043827,0.44867017344462157,0.211933422975245,0.015058030475545511,1.911216139793396,0.12872786819934845,q_cmd,tau_sdk_cmd,tau_state,logs/sim_compare_joint_controllers_20260613_053905/sdk_lowcmd/workspace_j5_pos10deg_sdk_lowcmd.csv
sim,augpd_fric2p5,5,10.0,3144,7.999549202000026,393.0221466997097,10.0,10.05213513781232,100.5213513781232,-0.052135358532433805,0.30081969657182744,0.12175102159685929,1.0841556328618058,nan,0.09050528556896366,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_fric2p5_j5_pos10.csv
sim,augpd_nofric,5,10.0,3337,7.9982411319999756,417.21672864413586,10.0,-0.002534870309471599,-0.02534870309471599,10.002538409519275,10.007006041754213,7.93715915591303,0.8821817645020721,nan,0.00019996546816411674,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_pos10.csv
sim,computed_torque_baseline,5,10.0,2976,7.998880242000041,372.05207603606783,10.0,-0.013859436916680807,-0.13859436916680806,10.01385955034671,10.01385955034671,7.930934379173424,0.004220030661352361,nan,8.660433257718437e-05,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j5_pos10.csv
sim,cpid_fric2p5,5,10.0,3032,7.998316434999651,379.0797756803344,10.0,9.724467218660015,97.24467218660016,0.27553713311596406,1.2592290920732043,0.7371532764383801,1.0933620024307973,nan,0.08228449483507556,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j5_pos10.csv
sdk,sdk_lowcmd,5,30.0,1226,4.995071380999889,245.44193795977054,29.99999999901327,29.853499253544808,99.51166418175573,0.14659466056955062,0.5643207500331366,0.3134851016517847,0.02204025635836574,1.9746556282043457,0.28915998339653015,q_cmd,tau_sdk_cmd,tau_state,logs/sim_compare_joint_controllers_20260613_053905/sdk_lowcmd/workspace_j5_pos30deg_sdk_lowcmd.csv
sim,augpd_fric2p5,5,30.0,3168,7.999889152000151,396.0054870520211,29.999999999999996,30.12366782715452,100.41222609051508,-0.12366805505190177,0.7002269496800055,0.32108356015581213,1.244721159127585,nan,0.2637992874867071,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_fric2p5_j5_pos30.csv
sim,augpd_nofric,5,30.0,3342,7.999824852000074,417.7591462098637,29.999999999999996,18.609181635657066,62.030605452190215,11.390822822588108,14.218330892199797,10.724072692898066,1.2267360932420734,nan,0.21922521463506955,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j5_pos30.csv
sim,computed_torque_baseline,5,30.0,3134,7.997138931999871,391.8901530470561,29.999999999999996,-0.014306179247693616,-0.04768726415897872,30.01430542423159,30.01430542423159,23.955804292798465,0.010117875824329443,nan,8.746766888282857e-05,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j5_pos30.csv
sim,cpid_fric2p5,5,30.0,2947,7.99778207899999,368.4771566529706,29.999999999999996,29.897711315413577,99.65903771804525,0.1022983147090694,2.949981690029826,1.5567036591637695,1.2517271379752388,nan,0.2528872644639513,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j5_pos30.csv
sdk,sdk_lowcmd,6,-30.0,1296,4.997927730000356,259.3074710185751,-29.999999999969088,-24.37892312787046,81.26307709298527,-5.621111076405331,5.945130228889885,4.712924447364528,0.006210452235464373,30.0,2.634244441986084,q_cmd,tau_sdk_cmd,tau_state,logs/sim_compare_joint_controllers_20260613_053905/sdk_lowcmd/workspace_j6_neg30deg_sdk_lowcmd.csv
sim,augpd_fric2p5,6,-30.0,3225,7.99797931299986,403.2268494065879,-29.999999999999996,-30.07044558034392,100.23481860114642,0.07044834644194914,0.7290084586565712,0.1588550918534011,3.0,nan,2.0086056957867355,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_fric2p5_j6_neg30.csv
sim,augpd_nofric,6,-30.0,3331,7.999721529999988,416.38949399779983,-29.999999999999996,-18.59081530709747,61.96938435699157,-11.409159746972698,14.005737837781007,10.659846418964316,1.2048243280360518,nan,0.21451250194668736,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_neg30.csv
sim,computed_torque_baseline,6,-30.0,3006,7.999339660999794,375.78101785770355,-29.999999999999996,0.009207874571566722,-0.030692915238555742,-30.009205425350114,30.009205425350114,23.911113595299806,0.00689784493544551,nan,5.9776841245822736e-05,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j6_neg30.csv
sim,cpid_fric2p5,6,-30.0,2906,7.998674682000001,363.31018769141633,-29.999999999999996,-30.047908301461252,100.15969433820418,0.047907654164995685,0.5048181486385472,0.14520205339931105,1.755143686736044,nan,0.7618491809904285,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j6_neg30.csv
sdk,sdk_lowcmd,6,-10.0,1293,4.996301556000162,258.7914251186879,-9.999999999895763,-4.743704956708813,47.4370495675826,-5.2563437082847875,5.591571294649016,3.3677789002282625,0.0035957098531075307,30.0,2.2781076431274414,q_cmd,tau_sdk_cmd,tau_state,logs/sim_compare_joint_controllers_20260613_053905/sdk_lowcmd/workspace_j6_neg10deg_sdk_lowcmd.csv
sim,augpd_fric2p5,6,-10.0,3097,7.997412876999988,387.25023299806867,-10.0,-9.929556594450473,99.29556594450472,-0.07044063609899373,0.9443869973666198,0.18016364130445056,3.0,nan,2.010131549299712,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_fric2p5_j6_neg10.csv
sim,augpd_nofric,6,-10.0,3309,7.999099621000028,413.67155764792403,-10.0,0.005777476055774452,-0.057774760557744526,-10.005759704777024,10.005759704777024,7.910833370864558,0.8777843110977248,nan,0.002449312781525033,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_neg10.csv
sim,computed_torque_baseline,6,-10.0,3177,7.998133816000063,397.2176601552342,-10.0,0.009336014150689586,-0.09336014150689585,-10.009332728077467,10.009332728077467,7.935245701517976,0.004781783637833935,nan,6.02495745598455e-05,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j6_neg10.csv
sim,cpid_fric2p5,6,-10.0,2817,7.996969699999681,352.2584310904807,-10.0,-9.973558431893792,99.73558431893794,-0.026442445110369923,0.7086552780182918,0.1504034989395546,1.60851431529999,nan,0.6166940569055809,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j6_neg10.csv
sdk,sdk_lowcmd,6,-5.0,1200,4.999120668999694,240.04221531226122,-4.999999999999822,-4.779394722834539,95.58789445669417,-0.2206590649049972,0.24665466885067303,0.20325587461457242,0.0035945152565017464,1.5684473514556885,0.10356929898262024,q_cmd,tau_sdk_cmd,tau_state,logs/sim_compare_joint_controllers_20260613_053905/sdk_lowcmd/workspace_j6_neg5deg_sdk_lowcmd.csv
sim,augpd_fric2p5,6,-5.0,3017,7.997504792999962,377.2426623164656,-5.0,-5.10951039865371,102.19020797307421,0.10951411276684585,0.9587319003773396,0.18177645444846496,3.0,nan,2.010451645801649,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_fric2p5_j6_neg5.csv
sim,augpd_nofric,6,-5.0,3303,7.999897977000046,412.8802654104124,-5.0,0.004668822025537603,-0.09337644051075206,-5.004641755046181,5.004641755046181,3.9504128195257646,0.44081719803404396,nan,0.00021036167323641643,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_neg5.csv
sim,computed_torque_baseline,6,-5.0,3112,7.999283430000105,389.0348463374749,-5.0,0.009198309568459411,-0.18396619136918824,-5.009195883472136,5.009195883472136,3.9396731465186123,0.004247230380901907,nan,0.00048143858517483995,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j6_neg5.csv
sim,cpid_fric2p5,6,-5.0,2850,7.999877481000112,356.25545600777184,-5.0,-5.060252433946708,101.20504867893416,0.060251924438997434,0.5165988660803208,0.14915332559098482,1.57006770994945,nan,0.5794699966291432,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j6_neg5.csv
sdk,sdk_lowcmd,6,5.0,1301,4.9985334519997195,260.276341549644,4.9999999999987566,-0.7234540637745737,-14.469081275495073,5.774931492000424,5.779121707093168,4.0244245605134,0.001815744158307546,30.0,2.2197306156158447,q_cmd,tau_sdk_cmd,tau_state,logs/sim_compare_joint_controllers_20260613_053905/sdk_lowcmd/workspace_j6_pos5deg_sdk_lowcmd.csv
sim,augpd_fric2p5,6,5.0,3180,7.998346695000009,397.5821655727811,5.0,4.8885799174233195,97.77159834846638,0.11142285930997227,0.7660780533220722,0.1837113353042721,3.0,nan,2.0108807117282694,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_fric2p5_j6_pos5.csv
sim,augpd_nofric,6,5.0,3333,7.999334819999831,416.65964420777556,5.000000000000001,0.004394644693162274,0.08789289386324547,4.995612340114527,4.997246992760239,3.9498900774139822,0.4374800336214438,nan,0.0005395482291291338,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_pos5.csv
sim,computed_torque_baseline,6,5.0,3157,7.999256169999853,394.6616951510953,5.0,0.009536922586393838,0.19073845172787676,4.990467157770005,4.99416343343188,3.9748164486759565,0.003737087613182058,nan,5.9548652737178524e-05,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j6_pos5.csv
sim,cpid_fric2p5,6,5.0,2889,7.998005370000101,361.2150612997105,5.0,5.011781456321954,100.23562912643908,-0.01178233591468153,0.5424498777723327,0.13282248610762554,1.5620045523180675,nan,0.5507911497937414,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j6_pos5.csv
sdk,sdk_lowcmd,6,10.0,1316,4.999645763999979,263.21864830422123,9.999999999999964,4.2775199465022595,42.77519946502275,5.77575211392922,5.795069161235684,4.496755176170266,0.00212099418914114,30.0,2.320910930633545,q_cmd,tau_sdk_cmd,tau_state,logs/sim_compare_joint_controllers_20260613_053905/sdk_lowcmd/workspace_j6_pos10deg_sdk_lowcmd.csv
sim,augpd_fric2p5,6,10.0,3155,7.9985954679998486,394.4442511966352,10.0,10.051168777666101,100.511687776661,-0.05116599492817641,0.7060777233471205,0.15402261678733378,3.0,nan,2.0075538833505915,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_fric2p5_j6_pos10.csv
sim,augpd_nofric,6,10.0,3341,7.999672403999966,417.64210223526726,10.0,0.0042742093741378745,0.042742093741378745,9.99574371929454,9.997199352886966,7.950334418627054,0.8743779809259551,nan,0.00201750208572022,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_pos10.csv
sim,computed_torque_baseline,6,10.0,3132,7.999532141999907,391.52289713995583,10.0,0.009638235086646532,0.09638235086646532,9.990364215510837,9.994098665369998,7.914753495716856,0.003744664076870614,nan,6.0123279121846553e-05,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j6_pos10.csv
sim,cpid_fric2p5,6,10.0,2930,7.998414109999885,366.32261842217144,10.0,10.002053074887346,100.02053074887345,-0.002054607995462635,0.5272728161737105,0.13510760734657198,1.5991530028611969,nan,0.5865882569093647,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j6_pos10.csv
sdk,sdk_lowcmd,6,30.0,1322,4.999029676999726,264.45132063977394,29.999999999998078,24.277991074627657,80.9266369154307,5.723164934887445,5.8284772562800065,4.870842642569734,0.007627230749399991,30.0,2.6346628665924072,q_cmd,tau_sdk_cmd,tau_state,logs/sim_compare_joint_controllers_20260613_053905/sdk_lowcmd/workspace_j6_pos30deg_sdk_lowcmd.csv
sim,augpd_fric2p5,6,30.0,3024,7.995255838000048,378.2242946657765,29.999999999999996,30.007085285031046,100.02361761677015,-0.007081623349179967,0.6263854566944046,0.15514362302785353,3.0,nan,2.0104243308215435,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_fric2p5_j6_pos30.csv
sim,augpd_nofric,6,30.0,3287,7.999752955999838,410.88768841727045,29.999999999999996,18.342304749285127,61.14101583095042,11.657709127916151,14.264890481688319,10.866543268432208,1.2263499054866769,nan,0.21629775868084894,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/augpd_nofric_j6_pos30.csv
sim,computed_torque_baseline,6,30.0,3186,7.999046847000045,398.29745480173983,29.999999999999996,0.009722583476032923,0.03240861158677641,29.990299618594765,29.994014424830535,23.795582228728858,0.003750409236490131,nan,0.0001248898259072863,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/computed_torque_baseline_j6_pos30.csv
sim,cpid_fric2p5,6,30.0,2961,7.997228790999998,370.2532561444635,29.999999999999996,30.069236856929514,100.23078952309838,-0.0692384818584658,0.4645746637915989,0.1292199118867525,1.749027221552567,nan,0.736508526212891,q_des,tau_total,,logs/sim_compare_joint_controllers_20260613_053905/cpid_fric2p5_j6_pos30.csv
