sim_controller,sim_controller_label,matched_cases,sim_mean_rms_error_deg,sdk_mean_rms_error_deg,sim_minus_sdk_mean_rms_error_deg,mean_abs_rms_error_difference_deg,sim_mean_max_error_deg,sdk_mean_max_error_deg,sim_minus_sdk_mean_max_error_deg,mean_abs_max_error_difference_deg,sim_better_than_sdk_by_rms_count,sim_better_than_sdk_by_max_error_count,mean_abs_torque_difference_nm
augpd_nofric,AugPD no friction,24,5.528692130296636,1.12272732556344,4.405964804733196,4.4717767043884615,7.113289467047964,1.4554985975030013,5.6577908695449635,5.722947095739374,1,1,6.464999046074414
augpd_fric2p5,AugPD friction,24,0.34649182074356916,1.12272732556344,-0.7762355048198709,1.1674316846262296,0.6832304874245804,1.4554985975030013,-0.7722681100784209,1.3792704572951242,14,12,6.092883472097371
computed_torque_baseline,Computed torque baseline,24,11.912695156575316,1.12272732556344,10.789967831011877,10.853702533061979,14.995433693156295,1.4554985975030013,13.539935095653297,13.60534828512507,1,1,7.5837335606730845
cpid_fric2p5,CPID friction,24,0.7170603022882923,1.12272732556344,-0.4056670232751476,1.5240865949760078,1.331953236295193,1.4554985975030013,-0.12354536120780846,2.070872821054159,10,7,6.232766762135607
